Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
13/04/2018,849,23,15.5,27,3.5,2000,-3.3999999999999999,0,0,0,Spring,No Holiday,Yes
14/04/2018,664,0,14.800000000000001,27,2.1000000000000001,2000,-4,0,0,0,Spring,No Holiday,Yes
14/04/2018,513,1,14.1,25,1.8,2000,-5.5999999999999996,0,0,0,Spring,No Holiday,Yes
14/04/2018,253,2,13.5,27,1.6000000000000001,2000,-5.0999999999999996,0,0,0,Spring,No Holiday,Yes
14/04/2018,62,3,12.1,41,1,2000,-0.69999999999999996,0,0.20000000000000001,0,Spring,No Holiday,Yes
14/04/2018,39,4,10.300000000000001,72,1,2000,5.4000000000000004,0,0.80000000000000004,0,Spring,No Holiday,Yes
14/04/2018,20,5,9.5,76,0.80000000000000004,1962,5.4000000000000004,0,0,0,Spring,No Holiday,Yes
14/04/2018,12,6,8.6999999999999993,80,1.1000000000000001,1518,5.4000000000000004,0,1,0,Spring,No Holiday,Yes
14/04/2018,18,7,8.1999999999999993,88,0.69999999999999996,607,6.2999999999999998,0.01,2,0,Spring,No Holiday,Yes
14/04/2018,17,8,7.7000000000000002,88,1.3999999999999999,516,5.7999999999999998,0.080000000000000002,1,0,Spring,No Holiday,Yes
14/04/2018,17,9,7.5,94,1.5,506,6.5,0.14999999999999999,1.5,0,Spring,No Holiday,Yes
14/04/2018,43,10,7.7000000000000002,94,1,685,6.7000000000000002,0.28000000000000003,1.5,0,Spring,No Holiday,Yes
14/04/2018,52,11,8.0999999999999996,94,1.2,802,7.0999999999999996,0.39000000000000001,0.5,0,Spring,No Holiday,Yes
14/04/2018,75,12,8.5999999999999996,94,1.1000000000000001,389,7.5999999999999996,0.48999999999999999,0,0,Spring,No Holiday,Yes
14/04/2018,70,13,8.8000000000000007,93,1.7,597,7.7000000000000002,0.38,0,0,Spring,No Holiday,Yes
14/04/2018,122,14,8.9000000000000004,94,1.3,1129,7.9000000000000004,0.28999999999999998,0.5,0,Spring,No Holiday,Yes
14/04/2018,203,15,8.5999999999999996,88,3.2000000000000002,1211,6.7000000000000002,0.17000000000000001,0,0,Spring,No Holiday,Yes
14/04/2018,445,16,8.9000000000000004,87,1.8,2000,6.7999999999999998,0.32000000000000001,0,0,Spring,No Holiday,Yes
14/04/2018,675,17,9.3000000000000007,81,2.3999999999999999,2000,6.0999999999999996,0.52000000000000002,0,0,Spring,No Holiday,Yes
14/04/2018,706,18,9.5999999999999996,79,1.8,2000,6.0999999999999996,0.39000000000000001,0,0,Spring,No Holiday,Yes
14/04/2018,612,19,9.5,76,2.2999999999999998,2000,5.4000000000000004,0.02,0,0,Spring,No Holiday,Yes
14/04/2018,640,20,9.4000000000000004,76,2.6000000000000001,1376,5.2999999999999998,0,0,0,Spring,No Holiday,Yes
14/04/2018,633,21,9.0999999999999996,76,3.5,1113,5,0,0,0,Spring,No Holiday,Yes
14/04/2018,586,22,8.8000000000000007,77,3.2000000000000002,1258,4.9000000000000004,0,0,0,Spring,No Holiday,Yes
14/04/2018,503,23,8.4000000000000004,77,3.7999999999999998,1662,4.5,0,0,0,Spring,No Holiday,Yes
15/04/2018,475,0,7.7999999999999998,78,1.8,1741,4.0999999999999996,0,0,0,Spring,No Holiday,Yes
15/04/2018,349,1,7.0999999999999996,78,3.6000000000000001,1662,3.5,0,0,0,Spring,No Holiday,Yes
15/04/2018,254,2,6.7000000000000002,80,2.7999999999999998,1342,3.3999999999999999,0,0,0,Spring,No Holiday,Yes
15/04/2018,183,3,6.4000000000000004,83,2.2999999999999998,1158,3.7000000000000002,0,0,0,Spring,No Holiday,Yes
15/04/2018,110,4,6,84,1.7,951,3.3999999999999999,0,0,0,Spring,No Holiday,Yes
15/04/2018,65,5,5.7999999999999998,85,1.3,829,3.3999999999999999,0,0,0,Spring,No Holiday,Yes
15/04/2018,102,6,5.5999999999999996,85,1.2,769,3.2000000000000002,0,0,0,Spring,No Holiday,Yes
15/04/2018,223,7,5.7999999999999998,83,1.1000000000000001,733,3.1000000000000001,0.14999999999999999,0,0,Spring,No Holiday,Yes
15/04/2018,401,8,7,78,0.90000000000000002,656,3.3999999999999999,0.56000000000000005,0,0,Spring,No Holiday,Yes
15/04/2018,513,9,8.5999999999999996,66,1.7,881,2.5,1.1599999999999999,0,0,Spring,No Holiday,Yes
15/04/2018,582,10,10.300000000000001,62,2.1000000000000001,914,3.2999999999999998,1.76,0,0,Spring,No Holiday,Yes
15/04/2018,797,11,11.800000000000001,57,2.6000000000000001,1041,3.5,2.1800000000000002,0,0,Spring,No Holiday,Yes
15/04/2018,1105,12,12.5,53,3.3999999999999999,1324,3.1000000000000001,2.52,0,0,Spring,No Holiday,Yes
15/04/2018,1229,13,13.5,46,3.3999999999999999,1325,2,2.71,0,0,Spring,No Holiday,Yes
15/04/2018,1083,14,13.699999999999999,50,3.7000000000000002,1218,3.3999999999999999,2.2999999999999998,0,0,Spring,No Holiday,Yes
15/04/2018,62,15,13.1,54,4.0999999999999996,1264,3.8999999999999999,1.98,0,0,Spring,No Holiday,Yes
15/04/2018,124,16,12,61,3.6000000000000001,1374,4.5999999999999996,0.56999999999999995,0,0,Spring,No Holiday,Yes
15/04/2018,42,17,11.800000000000001,60,2.8999999999999999,1457,4.2000000000000002,0.59999999999999998,0,0,Spring,No Holiday,Yes
15/04/2018,343,18,11.9,58,2.2000000000000002,1645,3.7999999999999998,0.60999999999999999,0,0,Spring,No Holiday,Yes
15/04/2018,317,19,11,62,2.1000000000000001,1661,3.8999999999999999,0.19,0,0,Spring,No Holiday,Yes
15/04/2018,297,20,10.300000000000001,62,2,1749,3.2999999999999998,0,0,0,Spring,No Holiday,Yes
15/04/2018,464,21,9.5999999999999996,66,1.7,1850,3.5,0,0,0,Spring,No Holiday,Yes
15/04/2018,620,22,9,65,1.7,1953,2.7000000000000002,0,0,0,Spring,No Holiday,Yes
15/04/2018,467,23,8.5999999999999996,69,2.2000000000000002,1730,3.2000000000000002,0,0,0,Spring,No Holiday,Yes
16/04/2018,401,0,8.3000000000000007,59,2.1000000000000001,1912,0.69999999999999996,0,0,0,Spring,No Holiday,Yes
16/04/2018,226,1,7.5999999999999996,62,1.2,1885,0.69999999999999996,0,0,0,Spring,No Holiday,Yes
16/04/2018,126,2,7.0999999999999996,64,0.90000000000000002,1756,0.69999999999999996,0,0,0,Spring,No Holiday,Yes
16/04/2018,107,3,6.4000000000000004,67,1.3999999999999999,1668,0.69999999999999996,0,0,0,Spring,No Holiday,Yes
16/04/2018,75,4,5.9000000000000004,68,0.69999999999999996,1590,0.40000000000000002,0,0,0,Spring,No Holiday,Yes
16/04/2018,132,5,5.2999999999999998,73,0.80000000000000004,1474,0.80000000000000004,0,0,0,Spring,No Holiday,Yes
16/04/2018,405,6,5,70,0.69999999999999996,1739,0,0,0,0,Spring,No Holiday,Yes
16/04/2018,1049,7,5,67,1,1774,-0.59999999999999998,0.17999999999999999,0,0,Spring,No Holiday,Yes
16/04/2018,1713,8,6.9000000000000004,54,0.69999999999999996,1706,-1.7,0.84999999999999998,0,0,Spring,No Holiday,Yes
16/04/2018,922,9,10.1,42,0.80000000000000004,1911,-2.2000000000000002,1.5700000000000001,0,0,Spring,No Holiday,Yes
16/04/2018,700,10,12.4,34,1.2,1943,-3,2.2400000000000002,0,0,Spring,No Holiday,Yes
16/04/2018,855,11,14.1,32,1.3,2000,-2.2999999999999998,2.6699999999999999,0,0,Spring,No Holiday,Yes
16/04/2018,1052,12,15.5,33,2.5,1893,-0.69999999999999996,3.1000000000000001,0,0,Spring,No Holiday,Yes
16/04/2018,973,13,16.600000000000001,30,2.2999999999999998,1876,-1,3.21,0,0,Spring,No Holiday,Yes
16/04/2018,1016,14,18,28,1.6000000000000001,1820,-0.80000000000000004,3.1099999999999999,0,0,Spring,No Holiday,Yes
16/04/2018,1145,15,18.399999999999999,25,2,1809,-2,2.7999999999999998,0,0,Spring,No Holiday,Yes
16/04/2018,1452,16,18.5,24,3,1773,-2.3999999999999999,2.27,0,0,Spring,No Holiday,Yes
16/04/2018,1753,17,18.699999999999999,21,2.5,1871,-4.0999999999999996,1.6499999999999999,0,0,Spring,No Holiday,Yes
16/04/2018,2692,18,17,28,3.1000000000000001,2000,-1.6000000000000001,0.88,0,0,Spring,No Holiday,Yes
16/04/2018,1719,19,13.800000000000001,32,3.3999999999999999,1992,-2.6000000000000001,0.26000000000000001,0,0,Spring,No Holiday,Yes
16/04/2018,1498,20,12.1,35,2.3999999999999999,1954,-2.8999999999999999,0,0,0,Spring,No Holiday,Yes
16/04/2018,1355,21,11.1,39,1.5,1734,-2.2999999999999998,0,0,0,Spring,No Holiday,Yes
16/04/2018,1099,22,10.800000000000001,33,0.90000000000000002,2000,-4.7999999999999998,0,0,0,Spring,No Holiday,Yes
16/04/2018,733,23,9.6999999999999993,33,0.40000000000000002,2000,-5.7999999999999998,0,0,0,Spring,No Holiday,Yes
17/04/2018,503,0,9.5999999999999996,31,0.80000000000000004,2000,-6.7000000000000002,0,0,0,Spring,No Holiday,Yes
17/04/2018,421,1,9,36,1,1994,-5.2999999999999998,0,0,0,Spring,No Holiday,Yes
17/04/2018,237,2,8.4000000000000004,45,0.90000000000000002,1987,-2.7999999999999998,0,0,0,Spring,No Holiday,Yes
17/04/2018,164,3,7.7999999999999998,49,1,1975,-2.2000000000000002,0,0,0,Spring,No Holiday,Yes
17/04/2018,110,4,7.5999999999999996,52,0.40000000000000002,1935,-1.6000000000000001,0,0,0,Spring,No Holiday,Yes
17/04/2018,143,5,7.4000000000000004,56,0.59999999999999998,1746,-0.80000000000000004,0,0,0,Spring,No Holiday,Yes
17/04/2018,406,6,6.9000000000000004,57,0.5,1775,-1,0,0,0,Spring,No Holiday,Yes
17/04/2018,1100,7,6.9000000000000004,57,1.1000000000000001,1633,-1,0.17999999999999999,0,0,Spring,No Holiday,Yes
17/04/2018,1920,8,8.6999999999999993,49,0.80000000000000004,1520,-1.3999999999999999,0.68000000000000005,0,0,Spring,No Holiday,Yes
17/04/2018,1013,9,12,39,0.59999999999999998,1386,-1.5,1.4399999999999999,0,0,Spring,No Holiday,Yes
17/04/2018,731,10,14.699999999999999,31,1.1000000000000001,1240,-2.2000000000000002,2.04,0,0,Spring,No Holiday,Yes
17/04/2018,822,11,16.899999999999999,27,1.5,1354,-2.2000000000000002,2.6600000000000001,0,0,Spring,No Holiday,Yes
17/04/2018,1112,12,18,26,2.2000000000000002,1459,-1.8,3.0299999999999998,0,0,Spring,No Holiday,Yes
17/04/2018,1007,13,19.100000000000001,26,2.5,1134,-0.80000000000000004,3.1600000000000001,0,0,Spring,No Holiday,Yes
17/04/2018,1037,14,19.800000000000001,23,2.6000000000000001,1472,-1.8999999999999999,3.0099999999999998,0,0,Spring,No Holiday,Yes
17/04/2018,1120,15,19.899999999999999,26,3.5,1628,-0.10000000000000001,2.7999999999999998,0,0,Spring,No Holiday,Yes
17/04/2018,1312,16,19.5,28,3,1605,0.40000000000000002,2.2400000000000002,0,0,Spring,No Holiday,Yes
17/04/2018,1632,17,18.300000000000001,29,4.2999999999999998,1626,0,1.6100000000000001,0,0,Spring,No Holiday,Yes
17/04/2018,1727,18,17.100000000000001,31,3.2999999999999998,1501,-0.10000000000000001,0.93000000000000005,0,0,Spring,No Holiday,Yes
17/04/2018,1356,19,14.5,31,3.1000000000000001,1558,-2.3999999999999999,0.25,0,0,Spring,No Holiday,Yes
17/04/2018,1290,20,12.5,31,3.7999999999999998,1746,-4.2000000000000002,0,0,0,Spring,No Holiday,Yes
17/04/2018,1320,21,11.699999999999999,31,2.6000000000000001,1617,-4.9000000000000004,0,0,0,Spring,No Holiday,Yes
17/04/2018,1071,22,11,34,1.2,1529,-4.2000000000000002,0,0,0,Spring,No Holiday,Yes
17/04/2018,680,23,10.1,41,1.1000000000000001,1509,-2.5,0,0,0,Spring,No Holiday,Yes
18/04/2018,515,0,9.5999999999999996,44,2.2000000000000002,1417,-2,0,0,0,Spring,No Holiday,Yes
18/04/2018,375,1,8.9000000000000004,45,2.1000000000000001,1456,-2.3999999999999999,0,0,0,Spring,No Holiday,Yes
18/04/2018,260,2,8.6999999999999993,44,1.6000000000000001,1684,-2.7999999999999998,0,0,0,Spring,No Holiday,Yes
18/04/2018,164,3,7.9000000000000004,45,0.69999999999999996,1770,-3.2999999999999998,0,0,0,Spring,No Holiday,Yes
18/04/2018,105,4,7.2000000000000002,49,0.80000000000000004,1546,-2.7999999999999998,0,0,0,Spring,No Holiday,Yes
18/04/2018,154,5,6.7000000000000002,50,1.6000000000000001,1774,-3,0,0,0,Spring,No Holiday,Yes
18/04/2018,395,6,6.2000000000000002,52,0.80000000000000004,1609,-2.8999999999999999,0,0,0,Spring,No Holiday,Yes
18/04/2018,1083,7,6.4000000000000004,51,1,1398,-3,0.19,0,0,Spring,No Holiday,Yes
18/04/2018,1815,8,8.3000000000000007,36,0.59999999999999998,1335,-5.9000000000000004,0.81999999999999995,0,0,Spring,No Holiday,Yes
18/04/2018,987,9,11.199999999999999,31,1.7,1299,-5.2999999999999998,1.5900000000000001,0,0,Spring,No Holiday,Yes
18/04/2018,761,10,13.699999999999999,26,2.2999999999999998,1476,-5.4000000000000004,2.25,0,0,Spring,No Holiday,Yes
18/04/2018,845,11,15.5,22,1.3999999999999999,1762,-6.0999999999999996,2.8199999999999998,0,0,Spring,No Holiday,Yes
18/04/2018,1047,12,16.5,17,3.2999999999999998,1819,-8.5999999999999996,3.1299999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,975,13,17.699999999999999,16,2.7999999999999998,1824,-8.4000000000000004,3.27,0,0,Spring,No Holiday,Yes
18/04/2018,967,14,18.899999999999999,15,1.8,1822,-8.3000000000000007,3.1699999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,1149,15,19,21,3.2999999999999998,1716,-3.7999999999999998,2.8799999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,1346,16,18.5,22,2.7000000000000002,1515,-3.6000000000000001,2.27,0,0,Spring,No Holiday,Yes
18/04/2018,1738,17,17.800000000000001,26,3.2999999999999998,1439,-1.8999999999999999,1.6299999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,1918,18,16.600000000000001,33,3.3999999999999999,1182,0.20000000000000001,0.85999999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,842,19,14.699999999999999,40,2.3999999999999999,1207,1.2,0.20999999999999999,0,0,Spring,No Holiday,Yes
18/04/2018,1346,20,13,41,2.2999999999999998,1164,0,0,0,0,Spring,No Holiday,Yes
18/04/2018,1209,21,12.1,40,2,1308,-1.1000000000000001,0,0,0,Spring,No Holiday,Yes
18/04/2018,1003,22,11.300000000000001,42,1.6000000000000001,1189,-1.1000000000000001,0,0,0,Spring,No Holiday,Yes
18/04/2018,671,23,10.699999999999999,42,0.90000000000000002,1236,-1.7,0,0,0,Spring,No Holiday,Yes
19/04/2018,520,0,9.8000000000000007,44,1.3999999999999999,1268,-1.8,0,0,0,Spring,No Holiday,Yes
19/04/2018,42,1,9.3000000000000007,45,0.80000000000000004,1263,-2,0,0,0,Spring,No Holiday,Yes
19/04/2018,281,2,8.8000000000000007,49,0.69999999999999996,1272,-1.3,0,0,0,Spring,No Holiday,Yes
19/04/2018,206,3,8.5999999999999996,53,1.5,1185,-0.40000000000000002,0,0,0,Spring,No Holiday,Yes
19/04/2018,125,4,8.3000000000000007,53,1.1000000000000001,1007,-0.69999999999999996,0,0,0,Spring,No Holiday,Yes
19/04/2018,153,5,7.9000000000000004,59,1.3999999999999999,1005,0.29999999999999999,0,0,0,Spring,No Holiday,Yes
19/04/2018,367,6,7.5999999999999996,55,1.2,1021,-0.80000000000000004,0,0,0,Spring,No Holiday,Yes
19/04/2018,254,7,7.7000000000000002,48,0.40000000000000002,1110,-2.6000000000000001,0.19,0,0,Spring,No Holiday,Yes
19/04/2018,20,8,9.5999999999999996,39,0.80000000000000004,1003,-3.7000000000000002,0.79000000000000004,0,0,Spring,No Holiday,Yes
19/04/2018,316,9,12.4,29,1.5,1380,-5.0999999999999996,1.49,0,0,Spring,No Holiday,Yes
19/04/2018,139,10,14.699999999999999,29,1.7,1070,-3.1000000000000001,2.0699999999999998,0,0,Spring,No Holiday,Yes
19/04/2018,795,11,16.100000000000001,23,2.5,1361,-5,2.52,0,0,Spring,No Holiday,Yes
19/04/2018,919,12,17.800000000000001,21,2.7000000000000002,1335,-4.7999999999999998,2.79,0,0,Spring,No Holiday,Yes
19/04/2018,930,13,19.199999999999999,17,2.2000000000000002,1448,-6.4000000000000004,2.8900000000000001,0,0,Spring,No Holiday,Yes
19/04/2018,996,14,20.5,17,3.1000000000000001,1512,-5.4000000000000004,2.8300000000000001,0,0,Spring,No Holiday,Yes
19/04/2018,1039,15,20.199999999999999,21,4.7999999999999998,1161,-2.7999999999999998,2.5299999999999998,0,0,Spring,No Holiday,Yes
19/04/2018,1198,16,19.800000000000001,25,4.4000000000000004,1132,-0.80000000000000004,2.02,0,0,Spring,No Holiday,Yes
19/04/2018,1534,17,20.100000000000001,27,1.8999999999999999,1088,0.40000000000000002,1.3799999999999999,0,0,Spring,No Holiday,Yes
19/04/2018,2198,18,19.100000000000001,31,3,958,1.5,0.69999999999999996,0,0,Spring,No Holiday,Yes
19/04/2018,1489,19,17.399999999999999,34,2.2000000000000002,779,1.3,0.16,0,0,Spring,No Holiday,Yes
19/04/2018,1313,20,15.5,38,1.7,745,1.2,0,0,0,Spring,No Holiday,Yes
19/04/2018,1165,21,14.199999999999999,44,2.3999999999999999,1290,2.1000000000000001,0,0,0,Spring,No Holiday,Yes
19/04/2018,1054,22,13.4,49,1.1000000000000001,1326,2.7999999999999998,0,0,0,Spring,No Holiday,Yes
19/04/2018,677,23,12.9,51,1.7,1200,2.8999999999999999,0,0,0,Spring,No Holiday,Yes
20/04/2018,553,0,12.4,56,0.5,1028,3.7999999999999998,0,0,0,Spring,No Holiday,Yes
20/04/2018,436,1,11.800000000000001,60,0.20000000000000001,918,4.2000000000000002,0,0,0,Spring,No Holiday,Yes
20/04/2018,305,2,11.699999999999999,63,0.5,904,4.7999999999999998,0,0,0,Spring,No Holiday,Yes
20/04/2018,188,3,11.300000000000001,61,0.29999999999999999,934,4,0,0,0,Spring,No Holiday,Yes
20/04/2018,134,4,11.4,60,0.80000000000000004,932,3.7999999999999998,0,0,0,Spring,No Holiday,Yes
20/04/2018,168,5,11.4,60,0.40000000000000002,851,3.7999999999999998,0,0,0,Spring,No Holiday,Yes
20/04/2018,414,6,11.199999999999999,63,0.69999999999999996,821,4.4000000000000004,0,0,0,Spring,No Holiday,Yes
20/04/2018,979,7,11.300000000000001,62,0.69999999999999996,774,4.2000000000000002,0.17000000000000001,0,0,Spring,No Holiday,Yes
20/04/2018,1659,8,13,54,1.2,738,3.7999999999999998,0.68000000000000005,0,0,Spring,No Holiday,Yes
20/04/2018,962,9,15.800000000000001,42,0.90000000000000002,683,2.7999999999999998,1.3700000000000001,0,0,Spring,No Holiday,Yes
20/04/2018,708,10,18.199999999999999,36,1,620,2.7999999999999998,1.99,0,0,Spring,No Holiday,Yes
20/04/2018,805,11,20.600000000000001,34,2.2000000000000002,705,4.0999999999999996,2.5099999999999998,0,0,Spring,No Holiday,Yes
20/04/2018,1019,12,22.5,33,1.8,894,5.4000000000000004,2.8799999999999999,0,0,Spring,No Holiday,Yes
20/04/2018,973,13,24.199999999999999,30,1.5,835,5.5,3.0299999999999998,0,0,Spring,No Holiday,Yes
20/04/2018,970,14,25.899999999999999,28,2.2000000000000002,808,5.9000000000000004,2.9199999999999999,0,0,Spring,No Holiday,Yes
20/04/2018,1080,15,26.100000000000001,27,1.8,581,5.5999999999999996,2.5899999999999999,0,0,Spring,No Holiday,Yes
20/04/2018,1206,16,25.699999999999999,30,3.3999999999999999,600,6.7999999999999998,2.0699999999999998,0,0,Spring,No Holiday,Yes
20/04/2018,1543,17,25.600000000000001,30,2.2999999999999998,671,6.7000000000000002,1.47,0,0,Spring,No Holiday,Yes
20/04/2018,2268,18,24.699999999999999,33,2.2999999999999998,687,7.2999999999999998,0.78000000000000003,0,0,Spring,No Holiday,Yes
20/04/2018,1578,19,22.899999999999999,35,1.8,714,6.5999999999999996,0.22,0,0,Spring,No Holiday,Yes
20/04/2018,1358,20,21.100000000000001,43,1.8,788,8,0,0,0,Spring,No Holiday,Yes
20/04/2018,1213,21,19.199999999999999,50,1.5,842,8.5,0,0,0,Spring,No Holiday,Yes
20/04/2018,1183,22,18.199999999999999,52,1.3,818,8.0999999999999996,0,0,0,Spring,No Holiday,Yes
20/04/2018,891,23,17.300000000000001,57,0.59999999999999998,807,8.5999999999999996,0,0,0,Spring,No Holiday,Yes
21/04/2018,707,0,16.300000000000001,59,0.20000000000000001,756,8.1999999999999993,0,0,0,Spring,No Holiday,Yes
21/04/2018,628,1,15.5,60,1.1000000000000001,658,7.7000000000000002,0,0,0,Spring,No Holiday,Yes
21/04/2018,436,2,14.699999999999999,63,1.8,611,7.7000000000000002,0,0,0,Spring,No Holiday,Yes
21/04/2018,307,3,14.199999999999999,62,1.3999999999999999,583,7,0,0,0,Spring,No Holiday,Yes
21/04/2018,166,4,13.6,67,1.6000000000000001,521,7.5,0,0,0,Spring,No Holiday,Yes
21/04/2018,122,5,13,70,0.5,385,7.5999999999999996,0,0,0,Spring,No Holiday,Yes
21/04/2018,184,6,12.300000000000001,67,0.5,483,6.2999999999999998,0,0,0,Spring,No Holiday,Yes
21/04/2018,324,7,12.5,68,1.1000000000000001,457,6.7000000000000002,0.22,0,0,Spring,No Holiday,Yes
21/04/2018,600,8,14.6,54,0.90000000000000002,431,5.2999999999999998,0.89000000000000001,0,0,Spring,No Holiday,Yes
21/04/2018,647,9,18.100000000000001,33,1.1000000000000001,512,1.5,1.6100000000000001,0,0,Spring,No Holiday,Yes
21/04/2018,702,10,20.600000000000001,24,2,950,-0.69999999999999996,2.29,0,0,Spring,No Holiday,Yes
21/04/2018,872,11,23.100000000000001,19,2,1172,-1.8,2.8500000000000001,0,0,Spring,No Holiday,Yes
21/04/2018,1130,12,24.300000000000001,14,3.2999999999999998,1701,-4.9000000000000004,3.1899999999999999,0,0,Spring,No Holiday,Yes
21/04/2018,1315,13,24.600000000000001,10,2.7000000000000002,2000,-9,3.3100000000000001,0,0,Spring,No Holiday,Yes
21/04/2018,1511,14,25,14,3.7999999999999998,1858,-4.2999999999999998,3.29,0,0,Spring,No Holiday,Yes
21/04/2018,1730,15,25,13,4.0999999999999996,2000,-5.2999999999999998,2.98,0,0,Spring,No Holiday,Yes
21/04/2018,1942,16,24.800000000000001,13,3.2999999999999998,1955,-5.5,2.5,0,0,Spring,No Holiday,Yes
21/04/2018,2032,17,23.199999999999999,12,3.6000000000000001,2000,-7.7999999999999998,1.6899999999999999,0,0,Spring,No Holiday,Yes
21/04/2018,1986,18,22.199999999999999,11,3,2000,-9.6999999999999993,0.97999999999999998,0,0,Spring,No Holiday,Yes
21/04/2018,1711,19,20.699999999999999,15,2,2000,-6.9000000000000004,0.34000000000000002,0,0,Spring,No Holiday,Yes
21/04/2018,1581,20,19.100000000000001,18,1.2,2000,-5.7999999999999998,0,0,0,Spring,No Holiday,Yes
21/04/2018,1491,21,17.800000000000001,21,1.2,2000,-4.7999999999999998,0,0,0,Spring,No Holiday,Yes
21/04/2018,1292,22,16.699999999999999,28,1,1996,-1.8999999999999999,0,0,0,Spring,No Holiday,Yes
21/04/2018,988,23,16,33,0.5,1996,-0.20000000000000001,0,0,0,Spring,No Holiday,Yes
22/04/2018,826,0,15.9,35,0.29999999999999999,1995,0.40000000000000002,0,0,0,Spring,No Holiday,Yes
22/04/2018,578,1,15.9,39,0.20000000000000001,2000,1.8999999999999999,0,0,0,Spring,No Holiday,Yes
22/04/2018,410,2,15.4,41,0.5,1319,2.1000000000000001,0,0,0,Spring,No Holiday,Yes
22/04/2018,289,3,15.199999999999999,31,0.29999999999999999,2000,-1.8,0,0,0,Spring,No Holiday,Yes
22/04/2018,192,4,14.9,35,0.80000000000000004,2000,-0.40000000000000002,0,0,0,Spring,No Holiday,Yes
22/04/2018,136,5,14.800000000000001,38,0.59999999999999998,2000,0.5,0,0,0,Spring,No Holiday,Yes
22/04/2018,155,6,14.6,42,0.5,2000,1.8,0,0,0,Spring,No Holiday,Yes
22/04/2018,278,7,15,41,0.29999999999999999,2000,1.8,0.12,0,0,Spring,No Holiday,Yes
22/04/2018,429,8,16.300000000000001,40,0.80000000000000004,1982,2.6000000000000001,0.25,0,0,Spring,No Holiday,Yes
22/04/2018,247,9,16.899999999999999,45,0.90000000000000002,1958,4.7999999999999998,0.27000000000000002,0,0,Spring,No Holiday,Yes
22/04/2018,486,10,16.300000000000001,62,0.80000000000000004,1639,8.9000000000000004,0.27000000000000002,0.29999999999999999,0,Spring,No Holiday,Yes
22/04/2018,424,11,17.399999999999999,54,0.90000000000000002,1840,7.9000000000000004,0.51000000000000001,0,0,Spring,No Holiday,Yes
22/04/2018,631,12,18.899999999999999,44,0.90000000000000002,1910,6.2999999999999998,0.75,0,0,Spring,No Holiday,Yes
22/04/2018,842,13,20.5,35,1.1000000000000001,2000,4.4000000000000004,1.1299999999999999,0,0,Spring,No Holiday,Yes
22/04/2018,384,14,20.699999999999999,32,1.5,1996,3.2999999999999998,0.68999999999999995,0,0,Spring,No Holiday,Yes
22/04/2018,234,15,19.600000000000001,44,2.3999999999999999,1885,7,0.46999999999999997,0.20000000000000001,0,Spring,No Holiday,Yes
22/04/2018,103,16,19.100000000000001,52,0.90000000000000002,1583,9,0.37,0,0,Spring,No Holiday,Yes
22/04/2018,46,17,17.899999999999999,65,1.2,965,11.199999999999999,0.13,1,0,Spring,No Holiday,Yes
22/04/2018,63,18,16.100000000000001,73,1.3,1298,11.199999999999999,0.11,0.5,0,Spring,No Holiday,Yes
22/04/2018,32,19,15.199999999999999,64,1.7,1185,8.4000000000000004,0.02,0.5,0,Spring,No Holiday,Yes
22/04/2018,12,20,13.300000000000001,80,1.8,821,9.9000000000000004,0,1.5,0,Spring,No Holiday,Yes
22/04/2018,24,21,12,86,2.2999999999999998,681,9.6999999999999993,0,2.5,0,Spring,No Holiday,Yes
22/04/2018,13,22,11.6,89,2,469,9.8000000000000007,0,4,0,Spring,No Holiday,Yes
22/04/2018,18,23,11.300000000000001,94,1.6000000000000001,368,10.300000000000001,0,3,0,Spring,No Holiday,Yes
23/04/2018,81,0,10.699999999999999,94,2.6000000000000001,477,9.6999999999999993,0,2,0,Spring,No Holiday,Yes
23/04/2018,41,1,10.6,87,2.2999999999999998,1523,8.5,0,0.10000000000000001,0,Spring,No Holiday,Yes
23/04/2018,21,2,10.199999999999999,90,2.2000000000000002,490,8.5999999999999996,0,0.90000000000000002,0,Spring,No Holiday,Yes
23/04/2018,8,3,9.9000000000000004,93,2.2999999999999998,990,8.8000000000000007,0,0.5,0,Spring,No Holiday,Yes
23/04/2018,2,4,9.5,95,2.3999999999999999,410,8.6999999999999993,0,3.5,0,Spring,No Holiday,Yes
23/04/2018,6,5,9.1999999999999993,95,2.2999999999999998,404,8.4000000000000004,0,2.5,0,Spring,No Holiday,Yes
23/04/2018,5,6,9.0999999999999996,95,2.7000000000000002,373,8.3000000000000007,0,7,0,Spring,No Holiday,Yes
23/04/2018,17,7,9,95,2.2999999999999998,294,8.1999999999999993,0,6,0,Spring,No Holiday,Yes
23/04/2018,25,8,8.8000000000000007,95,2.7999999999999998,519,8,0.029999999999999999,5,0,Spring,No Holiday,Yes
23/04/2018,9,9,8.5,95,2.6000000000000001,447,7.7000000000000002,0.10000000000000001,8,0,Spring,No Holiday,Yes
